,words,counts
3901,tomokazu,2.0
3902,tony,2.0
3903,tool,2.0
3904,torn,2.0
3905,toss,2.0
3906,tote,2.0
3907,tournament,2.0
3908,trading,2.0
3909,tradition,2.0
3910,trailhead,2.0
3911,transcon,2.0
3912,transform,2.0
3913,translation,2.0
3914,translivesmatter,2.0
3915,transpacific,2.0
3916,travelgram,2.0
3917,travelhttps,2.0
3918,travelpro,2.0
3919,travelwell,2.0
3920,travelwoes,2.0
3921,trial,2.0
3922,triflight,2.0
3923,tripit,2.0
3924,trippy,2.0
3925,troy,2.0
3926,truckin,2.0
3927,trunk,2.0
3928,tsadelays,2.0
3929,tsk,2.0
3930,tsmullaney,2.0
3931,tubbsfire,2.0
3932,tug,2.0
3933,turbulence,2.0
3934,twinkie,2.0
3935,tx,2.0
3936,uafamilyday,2.0
3937,uberpool,2.0
3938,ubers,2.0
3939,ughhhh,2.0
3940,ultra,2.0
3941,unattended,2.0
3942,uncle,2.0
3943,unconscionable,2.0
3944,undergoing,2.0
3945,understaffed,2.0
3946,understood,2.0
3947,unexpectedly,2.0
3948,unfortunate,2.0
3949,ungovernable,2.0
3950,unhelpful,2.0
3951,unimpressed,2.0
3952,uniqlousa,2.0
3953,unitedclub,2.0
3954,unitedfail,2.0
3955,unitedresistance,2.0
3956,unknown,2.0
3957,unleash,2.0
3958,unnecessarily,2.0
3959,unnecessary,2.0
3960,unpack,2.0
3961,unregulated,2.0
3962,unrelated,2.0
3963,unsold,2.0
3964,unwind,2.0
3965,upcoming,2.0
3966,upgraded,2.0
3967,uphold,2.0
3968,usafreserve,2.0
3969,usarmy,2.0
3970,usb,2.0
3971,usbordersec,2.0
3972,uscg,2.0
3973,usmc,2.0
3974,utility,2.0
3975,utilize,2.0
3976,uuuggghhhhh,2.0
3977,vacay,2.0
3978,valet,2.0
3979,valid,2.0
3980,vallejo,2.0
3981,valuable,2.0
3982,versus,2.0
3983,viable,2.0
3984,victoria,2.0
3985,vigilant,2.0
3986,viking,2.0
3987,vikingriver,2.0
3988,vile,2.0
3989,vip,2.0
3990,virtually,2.0
3991,virtuepaintball,2.0
3992,vision,2.0
3993,visitmusiccity,2.0
3994,visitsfbayarea,2.0
3995,vocal,2.0
3996,vodka,2.0
3997,vpp,2.0
3998,vulnerability,2.0
3999,wage,2.0
4000,walgreensapi,2.0
4001,walter,2.0
4002,wander,2.0
4003,wanderlust,2.0
4004,warming,2.0
4005,washingtonpost,2.0
4006,washroom,2.0
4007,wasteofmytime,2.0
4008,wastewater,2.0
4009,watching,2.0
4010,weaken,2.0
4011,wechat,2.0
4012,wednesdaymotivation,2.0
4013,weight,2.0
4014,weirdly,2.0
4015,welles,2.0
4016,wendy,2.0
4017,wendys,2.0
4018,westbound,2.0
4019,western,2.0
4020,wewontleaveuntiltheyreout,2.0
4021,whale,2.0
4022,wheelsup,2.0
4023,whiskey,2.0
4024,whisper,2.0
4025,whitehouse,2.0
4026,widebodies,2.0
4027,willing,2.0
4028,willow,2.0
4029,wingflex,2.0
4030,winglets,2.0
4031,wire,2.0
4032,wiring,2.0
4033,wit,2.0
4034,wk,2.0
4035,wknds,2.0
4036,wncn,2.0
4037,woah,2.0
4038,woke,2.0
4039,womensmarchonwashington,2.0
4040,wood,2.0
4041,workforce,2.0
4042,working,2.0
4043,workplace,2.0
4044,worm,2.0
4045,worthless,2.0
4046,worthy,2.0
4047,wowza,2.0
4048,wreck,2.0
4049,writing,2.0
4050,wwdc,2.0
4051,yawn,2.0
4052,yayoikusama,2.0
4053,yearly,2.0
4054,yeesh,2.0
4055,yer,2.0
4056,yetisetgo,2.0
4057,yogaroom,2.0
4058,yogawestla,2.0
4059,yogurt,2.0
4060,yosemite,2.0
4061,zealand,2.0
4062,zipper,2.0
4063,zoom,2.0
4064,zoomzoom,2.0
4065,zzz,2.0
4066,aaa,1.0
4067,aaaaaand,1.0
4068,aaaand,1.0
4069,aaaelgb,1.0
4070,aadmirals,1.0
4071,aadmiralsclub,1.0
4072,aae,1.0
4073,aamva,1.0
4074,aarieff,1.0
4075,aarontburgess,1.0
4076,aaviationday,1.0
4077,abbey,1.0
4078,abbott,1.0
4079,abbydarkstar,1.0
4080,abchttp,1.0
4081,abcworldnews,1.0
4082,abduct,1.0
4083,abe,1.0
4084,abeetley,1.0
4085,abet,1.0
4086,abiairport,1.0
4087,abide,1.0
4088,ableism,1.0
4089,ableist,1.0
4090,abm,1.0
4091,abnormal,1.0
4092,abolish,1.0
4093,abortedlanding,1.0
4094,abound,1.0
4095,abouts,1.0
4096,aboveandbeyond,1.0
4097,abozayd,1.0
4098,abq,1.0
4099,absurdly,1.0
4100,abudhabi,1.0
4101,acbj,1.0
4102,acc,1.0
4103,acceptabllllle,1.0
4104,accessible,1.0
4105,accommodating,1.0
4106,accomodations,1.0
4107,accompaniment,1.0
4108,accomplish,1.0
4109,accountable,1.0
4110,accreditation,1.0
4111,accumulation,1.0
4112,accusation,1.0
4113,ace,1.0
4114,acela,1.0
4115,acen,1.0
4116,acoustic,1.0
4117,acre,1.0
4118,acro,1.0
4119,acsosheriffs,1.0
4120,activate,1.0
4121,activation,1.0
4122,activist,1.0
4123,actofkindness,1.0
4124,adamcarolla,1.0
4125,adamcarollashow,1.0
4126,adamdaw,1.0
4127,adapter,1.0
4128,adc,1.0
4129,adderworld,1.0
4130,addison,1.0
4131,addl,1.0
4132,adelaide,1.0
4133,adhere,1.0
4134,adherence,1.0
4135,admin,1.0
4136,administrator,1.0
4137,admittedly,1.0
4138,admitting,1.0
4139,adolf,1.0
4140,adolphtrump,1.0
4141,adopt,1.0
4142,adrian,1.0
4143,adsb,1.0
4144,adsk,1.0
4145,adult,1.0
4146,adultadhd,1.0
4147,adventurous,1.0
4148,advisorinsight,1.0
4149,advisory,1.0
4150,advoid,1.0
4151,advt,1.0
4152,aeds,1.0
4153,aereal,1.0
4154,aerobus,1.0
4155,aerodrombeograd,1.0
4156,aerodynamics,1.0
4157,aeromag,1.0
4158,aeromexicousa,1.0
4159,aeropanama,1.0
4160,aeroplan,1.0
4161,aeroplane,1.0
4162,aeroportidiroma,1.0
4163,aeropuertosgap,1.0
4164,aetna,1.0
4165,affected,1.0
4166,african,1.0
4167,aft,1.0
4168,afterall,1.0
4169,afterthis,1.0
4170,afterwardd,1.0
4171,aftunion,1.0
4172,agencylife,1.0
4173,agenda,1.0
4174,aggieup,1.0
4175,agian,1.0
4176,agl,1.0
4177,agony,1.0
4178,agts,1.0
4179,aha,1.0
4180,ahhhh,1.0
4181,ahhhhhhhhh,1.0
4182,ahmed,1.0
4183,ahmhiri,1.0
4184,ahold,1.0
4185,aielondon,1.0
4186,aieparis,1.0
4187,aiesanfrancisco,1.0
4188,aiesf,1.0
4189,aight,1.0
4190,aileron,1.0
4191,aime,1.0
4192,aint,1.0
4193,aiportservice,1.0
4194,airbushttps,1.0
4195,airbuslovers,1.0
4196,aircanadahttp,1.0
4197,aircharterinsurance,1.0
4198,airchinana,1.0
4199,aircr,1.0
4200,airfarewatchdog,1.0
4201,airfranceklm,1.0
4202,airindia,1.0
4203,airindiainhttps,1.0
4204,airindiakerala,1.0
4205,airlineguys,1.0
4206,airlinemergers,1.0
4207,airlinereporter,1.0
4208,airlinereview,1.0
4209,airlinesantonov,1.0
4210,airlineshttps,1.0
4211,airlinked,1.0
4212,airmilesexpert,1.0
4213,airnewzealand,1.0
4214,airnz,1.0
4215,airnzaustralia,1.0
4216,airplanegeeks,1.0
4217,airplanes,1.0
4218,airplanespotting,1.0
4219,airportcgn,1.0
4220,airportcomfort,1.0
4221,airporter,1.0
4222,airportexercise,1.0
4223,airportfinds,1.0
4224,airportfloorsaregrosshttps,1.0
4225,airportfoodhttps,1.0
4226,airportgym,1.0
4227,airportinnovate,1.0
4228,airportlife,1.0
4229,airportlounge,1.0
4230,airportnue,1.0
4231,airportops,1.0
4232,airportprotest,1.0
4233,airportrankings,1.0
4234,airportrendezvous,1.0
4235,airportresist,1.0
4236,airportsunrise,1.0
4237,airporttherapydogshttps,1.0
4238,airporttherapypets,1.0
4239,airprt,1.0
4240,airstairs,1.0
4241,airstrip,1.0
4242,airt,1.0
4243,airtram,1.0
4244,airwaysmagazine,1.0
4245,aisle,1.0
4246,aitport,1.0
4247,ajplus,1.0
4248,akways,1.0
4249,alamedacofire,1.0
4250,alamedacounty,1.0
4251,alamo,1.0
4252,alaninbelfast,1.0
4253,alaskanairline,1.0
4254,albert,1.0
4255,aleck,1.0
4256,alejandrabhpcl,1.0
4257,alessio,1.0
4258,alevinhttps,1.0
4259,alientravels,1.0
4260,aligned,1.0
4261,alignment,1.0
4262,alipay,1.0
4263,alk,1.0
4264,allablur,1.0
4265,alleged,1.0
4266,allegiant,1.0
4267,allegisglobal,1.0
4268,alleviate,1.0
4269,allfemalecrew,1.0
4270,allie,1.0
4271,alliejanoch,1.0
4272,allllllll,1.0
4273,alloftheabove,1.0
4274,allowed,1.0
4275,allred,1.0
4276,allroadsrome,1.0
4277,alltheweigh,1.0
4278,allwelcome,1.0
4279,allwomenflight,1.0
4280,almighty,1.0
4281,almond,1.0
4282,alodiaalmira,1.0
4283,alofthotels,1.0
4284,alongside,1.0
4285,alreadydelayed,1.0
4286,alright,1.0
4287,alrite,1.0
4288,als,1.0
4289,alsowater,1.0
4290,altercation,1.0
4291,alternately,1.0
4292,alternatively,1.0
4293,altitudetv,1.0
4294,altogether,1.0
4295,alucobond,1.0
4296,alum,1.0
4297,alumni,1.0
4298,alwayshustling,1.0
4299,aly,1.0
4300,amabray,1.0
4301,amac,1.0
4302,amandarosenberg,1.0
4303,amari,1.0
4304,amarmic,1.0
4305,amateurhour,1.0
4306,amaz,1.0
4307,amazinghttps,1.0
4308,amberalert,1.0
4309,ambulance,1.0
4310,ambush,1.0
4311,amc,1.0
4312,amd,1.0
4313,ameer,1.0
4314,amelia,1.0
4315,americadoesnotban,1.0
4316,americanexpressroamaroo,1.0
4317,americans,1.0
4318,americanview,1.0
4319,amherst,1.0
4320,amidst,1.0
4321,amiscrewed,1.0
4322,amjoy,1.0
4323,amman,1.0
4324,amodernapproach,1.0
4325,amrazing,1.0
4326,amreading,1.0
4327,amro,1.0
4328,ams,1.0
4329,amusing,1.0
4330,amwriting,1.0
4331,amyrchapman,1.0
4332,analupe,1.0
4333,anandwrites,1.0
4334,anarchy,1.0
4335,anastasia,1.0
4336,anatomy,1.0
4337,anchora,1.0
4338,anchorage,1.0
4339,ancient,1.0
4340,andalemexican,1.0
4341,andesinfanteual,1.0
4342,andreiguodala,1.0
4343,andrewcbc,1.0
4344,andrewruffin,1.0
4345,android,1.0
4346,andronik,1.0
4347,andyshauf,1.0
4348,anericanair,1.0
4349,ang,1.0
4350,angelswork,1.0
4351,angiecoirohttps,1.0
4352,angryasian,1.0
4353,angrycustomers,1.0
4354,angus,1.0
4355,animaltherapy,1.0
4356,anime,1.0
4357,ankaraairport,1.0
4358,anna,1.0
4359,annddd,1.0
4360,annediego,1.0
4361,annimation,1.0
4362,anniversarytrip,1.0
4363,annkillion,1.0
4364,annnnd,1.0
4365,annnnnd,1.0
4366,annnnnnnnnd,1.0
4367,annnnnnnnnnnd,1.0
4368,anomaly,1.0
4369,answrd,1.0
4370,ant,1.0
4371,ante,1.0
4372,antenna,1.0
4373,antheahartig,1.0
4374,anthonyfjoshua,1.0
4375,anthonynolan,1.0
4376,anthraxpaintbal,1.0
4377,antic,1.0
4378,antidriver,1.0
4379,antifacism,1.0
4380,antique,1.0
4381,antonovcompany,1.0
4382,antonovfans,1.0
4383,antonovs,1.0
4384,anty,1.0
4385,anyday,1.0
4386,anyways,1.0
4387,aos,1.0
4388,ap,1.0
4389,apac,1.0
4390,apartment,1.0
4391,apigee,1.0
4392,apis,1.0
4393,apistrat,1.0
4394,apm,1.0
4395,apocalyptic,1.0
4396,appdirect,1.0
4397,appearently,1.0
4398,applaud,1.0
4399,approaching,1.0
4400,approval,1.0
4401,apr,1.0
4402,aprilspears,1.0
4403,apsatweets,1.0
4404,apt,1.0
4405,aptherapydogs,1.0
4406,aquatic,1.0
4407,arabic,1.0
4408,arasmus,1.0
4409,arasmusktvu,1.0
4410,arcade,1.0
4411,archaic,1.0
4412,archive,1.0
4413,arctic,1.0
4414,arduino,1.0
4415,areeba,1.0
4416,arest,1.0
4417,arff,1.0
4418,arguably,1.0
4419,argue,1.0
4420,argues,1.0
4421,ari,1.0
4422,arialv,1.0
4423,arid,1.0
4424,arielwaldman,1.0
4425,arizonafball,1.0
4426,ark,1.0
4427,arkansas,1.0
4428,armed,1.0
4429,armressst,1.0
4430,aroo,1.0
4431,arr,1.0
4432,arrangement,1.0
4433,arrangments,1.0
4434,arrivals,1.0
4435,arrived,1.0
4436,arrivedting,1.0
4437,arriveearly,1.0
4438,arrivingaftermidnite,1.0
4439,arrrgggh,1.0
4440,artacevedo,1.0
4441,arthttps,1.0
4442,artisan,1.0
4443,artisanal,1.0
4444,artmatters,1.0
4445,artsatmia,1.0
4446,arun,1.0
4447,asata,1.0
4448,asaulted,1.0
4449,ascend,1.0
4450,ascendant,1.0
4451,asd,1.0
4452,aselondon,1.0
4453,aseparis,1.0
4454,asesanfrancisco,1.0
4455,asg,1.0
4456,asgar,1.0
4457,ashamed,1.0
4458,ashlili,1.0
4459,ashya,1.0
4460,askacurator,1.0
4461,askew,1.0
4462,askprofmcfields,1.0
4463,asks,1.0
4464,aspca,1.0
4465,aspenjobquality,1.0
4466,aspilla,1.0
4467,ass,1.0
4468,assemble,1.0
4469,assess,1.0
4470,assessment,1.0
4471,asshats,1.0
4472,asshole,1.0
4473,assignment,1.0
4474,assigns,1.0
4475,assumed,1.0
4476,astonishingly,1.0
4477,astound,1.0
4478,astronomical,1.0
4479,asylum,1.0
4480,ataninternationalairport,1.0
4481,atct,1.0
4482,ath,1.0
4483,atheistengineer,1.0
4484,athenour,1.0
4485,athletics,1.0
4486,athttps,1.0
4487,atlasfire,1.0
4488,atlmostefficientsecuritycheck,1.0
4489,atlsfo,1.0
4490,atmosphericriver,1.0
4491,atop,1.0
4492,atound,1.0
4493,atrocious,1.0
4494,atrociously,1.0
4495,atsm,1.0
4496,att,1.0
4497,atta,1.0
4498,attcares,1.0
4499,attentands,1.0
4500,attentive,1.0
4501,attire,1.0
4502,attny,1.0
4503,attnys,1.0
4504,atty,1.0
4505,attys,1.0
4506,atwairport,1.0
4507,audible,1.0
4508,audiobook,1.0
4509,auditor,1.0
4510,augustine,1.0
4511,auh,1.0
4512,auhyland,1.0
4513,aung,1.0
4514,auntieannes,1.0
4515,aurora,1.0
4516,ausbt,1.0
4517,aussie,1.0
4518,australian,1.0
4519,authoritarian,1.0
4520,autism,1.0
4521,automate,1.0
4522,automated,1.0
4523,automatically,1.0
4524,autopilot,1.0
4525,autoprayhttps,1.0
4526,autumnal,1.0
4527,auzzi,1.0
4528,avatar,1.0
4529,avegant,1.0
4530,avenue,1.0
4531,averagejoelle,1.0
4532,avert,1.0
4533,avgeekmel,1.0
4534,avianca,1.0
4535,aviancabrasilhttp,1.0
4536,aviationconstruction,1.0
4537,aviationdaily,1.0
4538,aviationdk,1.0
4539,aviationgeekhttps,1.0
4540,aviationhistory,1.0
4541,aviationhttp,1.0
4542,aviationhttps,1.0
4543,aviationinfatuation,1.0
4544,aviationtribune,1.0
4545,aviationwx,1.0
4546,aviator,1.0
4547,aviatrix,1.0
4548,avid,1.0
4549,aviknowledge,1.0
4550,avl,1.0
4551,avnerd,1.0
4552,avoidsfo,1.0
4553,avpix,1.0
4554,avqueenbenet,1.0
4555,awaaaay,1.0
4556,awating,1.0
4557,awesomeflightcrew,1.0
4558,awfully,1.0
4559,awhatup,1.0
4560,awrahq,1.0
4561,awry,1.0
4562,awscloud,1.0
4563,awspssummit,1.0
4564,awws,1.0
4565,awwwwwwwwwwww,1.0
4566,axelrod,1.0
4567,ay,1.0
4568,ayeletw,1.0
4569,ayeshacurry,1.0
4570,ayy,1.0
4571,ayyyye,1.0
4572,azalea,1.0
4573,azv,1.0
4574,baaaaaaccckkk,1.0
4575,baaaaaack,1.0
4576,baaaaack,1.0
4577,baaaaccck,1.0
4578,baaack,1.0
4579,babe,1.0
4580,bac,1.0
4581,bachelorpartyweekend,1.0
4582,backdrops,1.0
4583,backhttps,1.0
4584,backkkkk,1.0
4585,backlash,1.0
4586,backlog,1.0
4587,backstory,1.0
4588,backyard,1.0
4589,badairline,1.0
4590,badcustomerservice,1.0
4591,badminton,1.0
4592,badnews,1.0
4593,badservice,1.0
4594,badservicenews,1.0
4595,baes,1.0
4596,baghdadbythebay,1.0
4597,bagram,1.0
4598,bagshttps,1.0
4599,baguette,1.0
4600,bahaha,1.0
4601,bahhumbug,1.0
4602,bainbridgeisl,1.0
4603,bainbridgeisland,1.0
4604,baked,1.0
4605,balance,1.0
4606,balancing,1.0
4607,balboa,1.0
4608,bald,1.0
4609,baldacci,1.0
4610,baldbryan,1.0
4611,balikbanyan,1.0
4612,ballistic,1.0
4613,ballsy,1.0
4614,balm,1.0
4615,baloney,1.0
4616,balsamic,1.0
4617,baltimoremd,1.0
4618,balut,1.0
4619,bam,1.0
4620,bamba,1.0
4621,bamboo,1.0
4622,banal,1.0
4623,banana,1.0
4624,bandage,1.0
4625,banga,1.0
4626,bangladesh,1.0
4627,bangladeshi,1.0
4628,banhmii,1.0
4629,bankofamerica,1.0
4630,banmuslims,1.0
4631,banner,1.0
4632,bannon,1.0
4633,bannonban,1.0
4634,banos,1.0
4635,banshee,1.0
4636,bao,1.0
4637,barack,1.0
4638,barackobamahttps,1.0
4639,barbara,1.0
4640,barbaraboxer,1.0
4641,barbell,1.0
4642,barcelona,1.0
4643,barclaycardus,1.0
4644,barefeet,1.0
4645,barge,1.0
4646,barista,1.0
4647,barley,1.0
4648,barnes,1.0
4649,barrier,1.0
4650,barrnecessities,1.0
4651,barting,1.0
4652,bartletthallsf,1.0
4653,bartuser,1.0
4654,barz,1.0
4655,barzin,1.0
4656,bashful,1.0
4657,basiceconomy,1.0
4658,bastille,1.0
4659,bat,1.0
4660,batali,1.0
4661,bathrooms,1.0
4662,bathroomyoga,1.0
4663,batman,1.0
4664,battleofbritain,1.0
4665,batumiairport,1.0
4666,bavarian,1.0
4667,bayacbroken,1.0
4668,bayareaairports,1.0
4669,bayareachallenge,1.0
4670,bayareachess,1.0
4671,bayareafirearms,1.0
4672,bayareaheatwave,1.0
4673,bayareaherbs,1.0
4674,bayareahttps,1.0
4675,bayareatravelshow,1.0
4676,bayareavitalsigns,1.0
4677,bayeporg,1.0
4678,bayresistancehttps,1.0
4679,baysolidarity,1.0
4680,bazis,1.0
4681,bb,1.0
4682,bby,1.0
4683,bcoz,1.0
4684,bcz,1.0
4685,bdega,1.0
4686,beaccchhoussse,1.0
4687,beachhousehmb,1.0
4688,beale,1.0
4689,beanie,1.0
4690,beard,1.0
4691,bearing,1.0
4692,beaut,1.0
4693,beckastar,1.0
4694,beecher,1.0
4695,beerwait,1.0
4696,beet,1.0
4697,befor,1.0
4698,behavin,1.0
4699,behaviour,1.0
4700,belfastairport,1.0
4701,belkin,1.0
4702,bella,1.0
4703,bellagio,1.0
4704,belligerent,1.0
4705,bellow,1.0
4706,belonging,1.0
4707,beloved,1.0
4708,beluga,1.0
4709,ben,1.0
4710,bencke,1.0
4711,benefitsofprecheck,1.0
4712,benioff,1.0
4713,benjamin,1.0
4714,bennett,1.0
4715,bent,1.0
4716,bentonville,1.0
4717,ber,1.0
4718,berenji,1.0
4719,berkeleybike,1.0
4720,berlinplane,1.0
4721,berlusconi,1.0
4722,berman,1.0
4723,bern,1.0
4724,berner,1.0
4725,berniceking,1.0
4726,berniesanders,1.0
4727,bernstein,1.0
4728,besh,1.0
4729,bestairport,1.0
4730,bested,1.0
4731,besthttps,1.0
4732,bestseller,1.0
4733,bestselling,1.0
4734,besttoyours,1.0
4735,bestwishes,1.0
4736,betcha,1.0
4737,bethechange,1.0
4738,bettykpix,1.0
4739,beungovernable,1.0
4740,bevs,1.0
4741,beyondaero,1.0
4742,bf,1.0
4743,bfmbusiness,1.0
4744,bfn,1.0
4745,bg,1.0
4746,bgairport,1.0
4747,bhmairport,1.0
4748,biaffect,1.0
4749,bidder,1.0
4750,bidding,1.0
4751,bigbobgibsonbbq,1.0
4752,biggestfan,1.0
4753,biggie,1.0
4754,bigly,1.0
4755,bigoil,1.0
4756,biiiird,1.0
4757,billgates,1.0
4758,billionairemb,1.0
4759,billmaher,1.0
4760,binary,1.0
4761,bio,1.0
4762,biodegrable,1.0
4763,biometric,1.0
4764,biotech,1.0
4765,birch,1.0
4766,birdwatch,1.0
4767,birmingham,1.0
4768,birth,1.0
4769,birthdayrun,1.0
4770,biscuit,1.0
4771,bishop,1.0
4772,bistro,1.0
4773,biztravel,1.0
4774,biztravelerna,1.0
4775,bjvairport,1.0
4776,bk,1.0
4777,bkk,1.0
4778,blackbird,1.0
4779,blackgirlfly,1.0
4780,blackhawk,1.0
4781,bland,1.0
4782,blasphemy,1.0
4783,blatant,1.0
4784,blaze,1.0
4785,bldgs,1.0
4786,bleak,1.0
4787,bleed,1.0
4788,bleep,1.0
4789,bleh,1.0
4790,blend,1.0
4791,blessing,1.0
4792,blew,1.0
4793,bli,1.0
4794,blighty,1.0
4795,blind,1.0
4796,bliss,1.0
4797,blmnational,1.0
4798,blockade,1.0
4799,blockchain,1.0
4800,blocking,1.0
4801,blogger,1.0
4802,bloggess,1.0
4803,blown,1.0
4804,blqairport,1.0
4805,blu,1.0
4806,blueandgold,1.0
4807,blueangels,1.0
4808,bluebeam,1.0
4809,blueberry,1.0
4810,bluejays,1.0
4811,bluestate,1.0
4812,bluey,1.0
4813,blur,1.0
4814,blvd,1.0
4815,bnb,1.0
4816,bnefsummit,1.0
4817,boardednowdeplaning,1.0
4818,boardingarea,1.0
4819,boardwalk,1.0
4820,bobzoell,1.0
4821,bodega,1.0
4822,boggling,1.0
4823,boi,1.0
4824,bollywood,1.0
4825,bom,1.0
4826,bomaconference,1.0
4827,bombardieraero,1.0
4828,boneyard,1.0
4829,boniver,1.0
4830,bonjour,1.0
4831,bono,1.0
4832,bons,1.0
4833,booby,1.0
4834,boog,1.0
4835,boogie,1.0
4836,bookable,1.0
4837,bookend,1.0
4838,bookhttps,1.0
4839,bookshelf,1.0
4840,booo,1.0
4841,booooo,1.0
4842,boooooo,1.0
4843,boopyournose,1.0
4844,booqbagsus,1.0
4845,boost,1.0
4846,boosting,1.0
4847,boot,1.0
4848,booth,1.0
4849,booty,1.0
4850,boozallen,1.0
4851,booze,1.0
4852,borderlinehangry,1.0
4853,bore,1.0
4854,bored,1.0
4855,bostonglobe,1.0
4856,bostonmarathon,1.0
4857,bostonmarket,1.0
4858,bot,1.0
4859,botch,1.0
4860,bottels,1.0
4861,bottleneck,1.0
4862,boudin,1.0
4863,bounce,1.0
4864,bourbon,1.0
4865,bow,1.0
4866,boxworks,1.0
4867,boycottsanfrancisco,1.0
4868,boycotttrump,1.0
4869,boycottunited,1.0
4870,boycottunitedairlines,1.0
4871,boycottunitedairlineshttps,1.0
4872,br,1.0
4873,bracelet,1.0
4874,brad,1.0
4875,bradfield,1.0
4876,brah,1.0
4877,braintrust,1.0
4878,brake,1.0
4879,brandgoalshttps,1.0
4880,branding,1.0
4881,brandon,1.0
4882,branson,1.0
4883,brava,1.0
4884,breakfastofchampions,1.0
4885,breathe,1.0
4886,breathing,1.0
4887,breathtaking,1.0
4888,breech,1.0
4889,brewer,1.0
4890,brewery,1.0
4891,breweryommegang,1.0
4892,brexit,1.0
4893,brian,1.0
4894,bride,1.0
4895,brie,1.0
4896,briefing,1.0
4897,brighter,1.0
4898,brill,1.0
4899,brim,1.0
4900,brinckerhoff,1.0
4901,brings,1.0
4902,brisk,1.0
4903,bristol,1.0
4904,bristolairport,1.0
4905,britain,1.0
4906,britishproblems,1.0
4907,britney,1.0
4908,britton,1.0
4909,broadness,1.0
4910,brocolli,1.0
4911,brokenairport,1.0
4912,bront,1.0
4913,brooke,1.0
4914,brooklyn,1.0
4915,broom,1.0
4916,bros,1.0
4917,brought,1.0
4918,browser,1.0
4919,brrrrrr,1.0
4920,bruery,1.0
4921,brush,1.0
4922,brusselsairport,1.0
4923,brute,1.0
4924,bsideslv,1.0
4925,bso,1.0
4926,btrairport,1.0
4927,bts,1.0
4928,btwfoundation,1.0
4929,bub,1.0
4930,bubyeeeee,1.0
4931,bucketlist,1.0
4932,buckleup,1.0
4933,budairport,1.0
4934,buddha,1.0
4935,buddyohm,1.0
4936,bueno,1.0
4937,buff,1.0
4938,buffaloairways,1.0
4939,buffett,1.0
4940,bugger,1.0
4941,buh,1.0
4942,buick,1.0
4943,builderscon,1.0
4944,buildmorestudenthousing,1.0
4945,builtforthefuture,1.0
4946,bukowski,1.0
4947,bulkhead,1.0
4948,bullschtien,1.0
4949,bullsh,1.0
4950,bumped,1.0
4951,buneo,1.0
4952,burgundywave,1.0
4953,burlesque,1.0
4954,burlingamedbid,1.0
4955,burlingamedowntown,1.0
4956,burlingamepd,1.0
4957,burns,1.0
4958,burped,1.0
4959,burst,1.0
4960,bury,1.0
4961,busier,1.0
4962,businesstrip,1.0
4963,businesstrips,1.0
4964,bussed,1.0
4965,bustle,1.0
4966,butcher,1.0
4967,buttercup,1.0
4968,butterfield,1.0
4969,butthurt,1.0
4970,bygone,1.0
4971,caac,1.0
4972,cabinet,1.0
4973,cable,1.0
4974,cackle,1.0
4975,cadaprojectdc,1.0
4976,cadrought,1.0
4977,caeairport,1.0
4978,caen,1.0
4979,cafeonda,1.0
4980,caffeinenowplease,1.0
4981,caflood,1.0
4982,cafloods,1.0
4983,caifornian,1.0
4984,cairn,1.0
4985,cala,1.0
4986,calaesthetic,1.0
4987,calamity,1.0
4988,calculation,1.0
4989,californiafires,1.0
4990,californiagirl,1.0
4991,californiahttps,1.0
4992,caliiiiiiifoooorrrniiiiaaa,1.0
4993,callrevu,1.0
4994,callsign,1.0
4995,calmness,1.0
4996,calnurses,1.0
4997,caltrainbikepro,1.0
4998,cambjunction,1.0
4999,cambridge,1.0
